Column1;Column2;Column3
Консультирование по вопросам защиты прав потребителей Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;"Общее описание Местная администрация муниципального образования Санкт‑Петербурга (Местная администрация) регулирует взаимоотношения между потребителем и поставщиком товаров и услуг в рамках защиты прав потребителей. Граждане, имеющие намерение заказать или приобрести либо заказывающие, приобретающие или использующие товары (работы, услуги) исключительно для личных, семейных, домашних и иных нужд, не связанных с осуществлением предпринимательской деятельности, могут обратиться в Местную администрацию за консультацией по защите их прав, пожаловаться на товары (работы, услуги) ненадлежащего качества. На основании заявлений потребителей Местная администрация принимает все необходимые меры, включающие консультирование, обращение в суды, а также в федеральные органы исполнительной власти, осуществляющие контроль качества и безопасности товаров (работ, услуг), для реализации механизма защиты прав потребителей. Полное наименование: Консультирование потребителей по вопросам защиты прав потребителей Результат предоставления Направление письменного ответа по существу обращения. Отказ в предоставлении муниципальной услуги в виде письма о невозможности исполнения запроса с указанием причин. Срок предоставления Не более 23 рабочих дней с момента регистрации заявления. Стоимость Бесплатно. Заявители I. Получатели государственной услуги: Граждане, имеющие намерение заказать или приобрести либо заказывающие, приобретающие или использующие товары (работы, услуги) исключительно для личных, семейных, домашних и иных нужд, не связанных с осуществлением предпринимательской деятельности. II. Заявители, обращающиеся за предоставлением государственной услуги: Получатели государственной услуги, указанные в п. I. Уполномоченные представители получателей. Порядок действий Порядок действий заявителя Обращается в Местную администрацию. Подает заявление по форме и необходимые документы. В случае принятия Местной администрацией решения о предоставлении муниципальной услуги — получает ответ в устной или письменной форме. В случае принятия Местной администрацией решения об отказе в предоставлении муниципальной услуги — получает уведомление об отказе в предоставлении муниципальной услуги с указанием причин отказа. В случае если вопросы в обращении (жалобе) заявителя не подпадают под действие Закона «О защите прав потребителей» получает письменное уведомление о переадресовании обращения (жалобы) в органы, в компетенцию которых входит решение поставленных в обращении (жалобе) вопросов. Основание для отказа в предоставлении муниципальной услуги — непредставление в Местную администрацию всех необходимых документов. Порядок действий уполномоченной организации I. Прием и регистрация заявления и документов в Местной администрации Специалист Местной администрации, ответственный за прием и регистрацию заявлений: Определяет предмет обращения. Устанавливает личность заявителя и его полномочия. Консультирует заявителя о порядке оформления заявления по форме о предоставлении муниципальной услуги и (или) проверяет правильность его оформления. По просьбе заявителя, не способного по состоянию здоровья либо в силу иных причин собственноручно оформить заявление, оформляет заявление, о чем на заявлении делается соответствующая запись. Определяет способ информирования заявителя о принятом решении по предоставлению муниципальной услуги (в устной либо письменной форме), о чем на заявлении делается соответствующая запись. Проводит проверку документов и дает их оценку на предмет соответствия установленному перечню. Ксерокопирует документы (в случае необходимости), заверяет копии документов. Фиксирует факт приема документов в журнале регистрации. Передает комплект документов заявителя должностному лицу, ответственному за предоставление муниципальной услуги. II. Принятие решения о предоставлении муниципальной услуги либо об отказе в предоставлении муниципальной услуги, информирование заявителя о результате предоставления муниципальной услуги Специалист Местной администрации, ответственный за предоставление муниципальной услуги: Проверяет данные заявителя и представленные им сведения. Анализирует данные, представленные заявителем, с целью принятия решения о возможности исполнения запроса. Принимает необходимые меры по существу поставленных в заявлении вопросов: проводит консультирование; инициирует обращение в суды в защиту прав потребителей (неопределенного круга потребителей); в случае выявления по жалобе потребителя товаров (работ, услуг) ненадлежащего качества, а также опасных для жизни, здоровья, имущества потребителей и окружающей среды, извещает об этом федеральные органы исполнительной власти, осуществляющие контроль качества и безопасности товаров (работ, услуг). Направляет письменный ответ по существу обращения (жалобы). В случае если вопросы в обращении (жалобе) не подпадают под действие Закона «О защите прав потребителей», готовит письменное уведомление о переадресовании обращения (жалобы) в соответствующие органы. В случае принятия решения об отказе в предоставлении муниципальной услуги — готовит проект уведомления об отказе в предоставлении муниципальной услуги с указанием причин в адрес заявителя. Передает проект ответа (проект уведомления об отказе в предоставлении муниципальной услуги) главе местной администрации. Глава Местной администрации: Изучает представленные документы. Подписывает документы. В случае несогласия — излагает замечания и возвращает указанные документы на доработку. Специалист Местной Администрации, ответственный за предоставление муниципальной услуги: В случае принятия решения о предоставлении муниципальной услуги направляет заявителю ответ. В случае принятия решения об отказе в предоставлении муниципальной услуги направляет заявителю уведомление об отказе в предоставлении муниципальной услуги с указанием причин отказа. Документы Документы, представляемые заявителем I. Обязательные к представлению документы: Заявление об оказании муниципальной услуги по форме. Документ, удостоверяющий личность заявителя. Копии документов, имеющих непосредственное отношение к оказываемой услуге и обеспечивающих предоставление нужной гражданину информации. II. Дополнительные документы (В случае обращения представителя физического лица, имеющего право на получение муниципальной услуги): Документ, удостоверяющий личность законного представителя заявителя, имеющего право на получение муниципальной услуги. Нотариально заверенная доверенность, оформленная в соответствии с законодательством Российской Федерации. Документ, подтверждающий право законного представителя выступать от имени заявителя. Документы, выдаваемые заявителю Ответ о результатах предоставления муниципальной услуги. Уведомление об отказе в предоставлении муниципальной услуги с указанием причин отказа. Уведомление о переадресовании обращения (жалобы) в органы, в компетенцию которых входит решение поставленных в обращении (жалобе) вопросов. Организации, участвующие в предоставлении Организации, принимающие документы Органы местного самоуправления внутригородских муниципальных образований Санкт-Петербурга Организации, принимающие решение по предоставлению Органы местного самоуправления внутригородских муниципальных образований Санкт-Петербурга Организации, выдающие конечные документы Органы местного самоуправления внутригородских муниципальных образований Санкт-Петербурга Порядок обжалования Заявители имеют право на досудебное (внесудебное) обжалование решений и действий (бездействия), принятых (осуществляемых) Местной администрацией, должностными лицами, муниципальными служащими Местной администрации в ходе предоставления муниципальной услуги. Досудебный (внесудебный) порядок обжалования не исключает возможность обжалования решений и действий (бездействия), принятых (осуществляемых) в ходе предоставления муниципальной услуги, в судебном порядке. Досудебный (внесудебный) порядок обжалования не является для заявителя обязательным. Законодательство Федеральное законодательство Конституция Российской Федерации Федеральный закон от 06.10.2003 №131-ФЗ «Об общих принципах организации местного самоуправления в Российской Федерации» Закон Российской Федерации от 07.02.1992 №2300-1 «О защите прав потребителей» Региональное законодательство Закон Санкт-Петербурга от 23.09.2009 №420-79 «Об организации местного самоуправления в Санкт-Петербурге» Похожие услуги Консультирование жителей муниципального образования по вопросам создания ТСЖ и формирования земельных участков Последнее обновление информации : 19.01.2021";Офлайн
Лицензирование деятельности по заготовке, переработке и реализации лома черных и цветных металлов Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Онлайн
Лицензирование деятельности по заготовке, переработке и реализации лома черных и цветных металлов Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;МФЦ
Лицензирование деятельности по управлению многоквартирными домами Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Онлайн
Лицензирование деятельности по управлению многоквартирными домами Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;МФЦ
Лицензирование деятельности по управлению многоквартирными домами Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Офлайн
Лицензирование медицинской деятельности муниципальных и негосударственных учреждений Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Онлайн
Лицензирование медицинской деятельности муниципальных и негосударственных учреждений Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;МФЦ
Лицензирование медицинской деятельности муниципальных и негосударственных учреждений Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Офлайн
Материальная помощь гражданам, оказавшимся в трудной жизненной ситуации Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;МФЦ
Материальная помощь гражданам, оказавшимся в трудной жизненной ситуации Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Офлайн
Награждение нагрудным знаком «Почетный донор России» Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;"Общее описание Специальный нагрудный знак «Почетный донор России» является знаком отличия, которым награждаются лица, безвозмездно сдавшие: кровь и (или) ее компоненты (за исключением плазмы крови) 40 и более раз; кровь и (или) ее компоненты 25 и более раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 40 раз; кровь и (или) ее компоненты менее 25 раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 60 и более раз; плазму крови 60 и более раз. Почетные доноры имеют право на: предоставление ежегодного оплачиваемого отпуска в удобное для них время года в соответствии с трудовым законодательством; внеочередное оказание медицинской помощи в медицинских организациях государственной системы здравоохранения или муниципальной системы здравоохранения в рамках программы государственных гарантий оказания гражданам Российской Федерации бесплатной медицинской помощи; первоочередное приобретение по месту работы или учебы льготных путевок на санаторно‑курортное лечение; предоставление ежегодной денежной выплаты. Вручение гражданину нагрудного знака «Почетный донор России» и удостоверения к нему осуществляется в торжественной обстановке по поручению Министерства здравоохранения и социального развития Российской Федерации органом исполнительной власти субъекта Российской Федерации, который вносил представление к награждению. В Санкт‑Петербурге таким органом исполнительной власти является Комитет по здравоохранению (Комитет). Полное наименование: Осуществление в соответствии с действующим законодательством представления доноров, сдавших безвозмездно кровь и (или) ее компоненты (за исключением плазмы крови) 40 и более раз, либо кровь и (или) ее компоненты 25 и более раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 40 раз, либо кровь и (или) ее компоненты менее 25 раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 60 и более раз, либо плазму крови 60 и более раз к награждению нагрудным знаком «Почетный донор России» в порядке, установленном Правительством Российской Федерации Принцип предоставления Экстерриториальный принцип – предоставление услуги не зависит от адреса регистрации получателя услуги Результат предоставления Вручение гражданину нагрудного знака «Почетный донор России» и удостоверения к нему. Срок предоставления Срок с момента поступления в Санкт‑Петербургское государственное казенное учреждение здравоохранения «Городская станция переливания крови» (СПб ГКУЗ «ГСПК») заявления на представление к награждению нагрудным знаком «Почетный донор России» до вручения нагрудного знака «Почетный донор России» и удостоверения к нему должен составлять не более 95 (девяносто пяти) календарных дней. Стоимость Бесплатно. Заявители I. Получатели государственной услуги: Граждане Российской Федерации либо проживающие на территории Российской Федерации на законных основаниях не менее одного года иностранные граждане или лица без гражданства, являющиеся донорами крови и (или) ее компонентов, сдавшие безвозмездно: кровь и (или) ее компоненты (за исключением плазмы крови) 40 и более раз; кровь и (или) ее компоненты 25 и более раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 40 раз; кровь и (или) ее компоненты менее 25 раз и плазму крови в общем количестве крови и (или) ее компонентов и плазмы крови 60 и более раз; плазму крови 60 и более раз. II. Заявители, обращающиеся за предоставлением государственной услуги: Получатели услуги, указанные в п.I. Уполномоченные представители лиц, имеющих право на получение государственной услуги. Порядок действий Порядок действий заявителя Обращается в МФЦ. Подает заявление по форме и необходимые документы. Получает расписку о приеме заявления и документов. Получает уведомление о принятии решения о награждении или отказе в награждении нагрудным знаком «Почетный донор России». В случае принятия Комитетом положительного решения — награждается нагрудным знаком и получает удостоверение к нему. Основания для приостановления или отказа в предоставлении государственной услуги действующим законодательством не предусмотрены. Порядок действий уполномоченной организации I. Прием и регистрация заявления и документов, необходимых для предоставления государственной услуги в СПб ГКУЗ «ГСПК» Специалист МФЦ: Определяет предмет обращения. Проводит проверку полномочий лица, подающего документы. Проводит проверку соответствия документов и правильность заполнения заявления. Осуществляет сканирование представленных документов, формирует электронное дело, все документы которого связываются единым уникальным идентификационным кодом, позволяющим установить принадлежность документов конкретному заявителю и виду обращения за государственной услугой. Заверяет электронное дело своей электронной цифровой подписью. Направляет копии документов и Реестр документов в Комитет, в электронном виде (в составе пакетов электронных дел) в течение одного рабочего дня со дня обращения заявителя в МФЦ. В случае поступления заявления о повторной выдачи нагрудного знака ‑«Почетный донор России» запрашивает в Комитете информацию ранее выданных учетной карточки донора (активного, резерва, родственника) (форма №405‑05/у) и/или архивной справки о награждении гражданина в установленном порядке нагрудным знаком «Почетный донор СССР» или нагрудным знаком «Почетный донор России» (с 01.07.2011). При обнаружении несоответствия документов, возвращает их заявителю для устранения выявленных недостатков. Выдает расписку о приеме документов. Сотрудник СПб ГКУЗ «ГСПК», уполномоченный руководителем СПб ГКУЗ «ГСПК», ответственный за прием заявления и документов: Определяет предмет обращения заявителя. Устанавливает личность заявителя и его полномочия. Консультирует заявителя о порядке оформления заявления о предоставлении государственной услуги и/или проверяет правильность его оформления. Проводит проверку документов и дает их оценку на предмет соответствия перечню документов. Заверяет копии документов (копии заверяются подписью лица, ответственного за прием документов, с указанием его должности, фамилии и инициалов, а также даты заверения копии). Фиксирует факт приема документов в журнале регистрации. Выдает заявителю расписку о приеме документов с указанием их перечня и даты получения. Формирует и направляет именной список доноров Санкт‑Петербурга, представленных к награждению нагрудным знаком «Почетный донор России» в адрес Комитета. Регистрирует документы в СПб ГКУЗ «ГСПК» на бумажном носителе в соответствии с порядком, установленным СПб ГКУЗ «ГСПК». Комитет: Направляет именной список доноров Санкт‑Петербурга, представленных к награждению нагрудным знаком «Почетный донор России» в адрес Министерства здравоохранения Российской Федерации. II. Принятие решения о предоставлении (об отказе в предоставлении) государственной услуги Специалист СПб ГКУЗ «ГСПК», назначенный руководителем СПб ГКУЗ «ГСПК» ответственным за формирование и направление именного списка доноров Санкт‑Петербурга, представленных к награждению нагрудным знаком «Почетный донор России» в адрес Комитета: Ежемесячно формирует и направляет в адрес Комитета именной список доноров Санкт‑Петербурга, представленных к награждению нагрудным знаком «Почетный донор России». Вносит запись в журнал, в соответствии с порядком, установленным в СПб ГКУЗ «ГСПК». Начальник Отдела по организации амбулаторной медицинской помощи взрослому населению Комитета: После получения именного списка доноров Санкт‑Петербурга, представленных к награждению нагрудным знаком «Почетный донор России» в течение трех рабочих дней направляет его в адрес Министерства здравоохранения Российской Федерации. III. Передача заявителю результата предоставления государственной услуги Начальник Отдела по организации амбулаторной медицинской помощи взрослому населению Комитета или должностное лицо СПб ГКУЗ «ГСПК»: После получения приказа Министерства здравоохранения Российской Федерации и наградных документов вручает донору нагрудный знак «Почетный донор России» и удостоверение к нему. Регистрирует документы о вручении донору нагрудного знака «Почетный донор России» и удостоверения к нему в СПб ГКУЗ «ГСПК». Фиксирует результат административной процедуры в соответствии с порядком, установленным в СПб ГКУЗ «ГСПК». Документы Документы, представляемые заявителем I. Обязательные к представлению документы: А) В случае первичного обращения Заявление о представлении к награждению нагрудным знаком «Почетный донор России» и удостоверения к нему (с указанием номера полиса обязательного медицинского страхования) по форме. Документ, удостоверяющий личность заявителя (паспорт гражданина Российской Федерации, временное удостоверение личности гражданина Российской Федерации, выданное на период замены паспорта гражданина Российской Федерации): паспорт иностранного гражданина со штампом о выдаче вида на жительство в Российской Федерации либо паспорт иностранного гражданина и вид на жительство в Российской Федерации — для иностранных граждан; вид на жительство в Российской Федерации либо разрешение на временное проживание в Российской Федерации (для лиц без гражданства) или представителя. Учетная карточка донора (активного, резерва, родственника) (форма №405‑05/у). Справка о количестве кроводач, плазмодач (форма №448‑05/у). Б) В случае подачи заявления о повторной выдаче нагрудного знака «Почетный донор России» Дополнительно представляется архивная справка о награждении гражданина в установленном порядке нагрудным знаком «Почетный донор СССР» или нагрудным знаком «Почетный донор России» (в случае утраты нагрудного знака «Почетный донор СССР» или нагрудного знака «Почетный донор России»). Документ, удостоверяющий личность заявителя. Заявление о представлении к награждению нагрудным знаком ""Почетный донор России""";МФЦ
Награждение нагрудным знаком «Почетный донор России» Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Офлайн
Назначение единовременной и (или) ежемесячной страховых выплат по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Онлайн
Назначение единовременной и (или) ежемесячной страховых выплат по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;МФЦ
Назначение единовременной и (или) ежемесячной страховых выплат по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;;Офлайн
Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Электронный способ получения услуги Получения услуги через МФЦ Традиционный способ получения услуги;"Общее описание Ежемесячная денежная выплата (ЕДВ) предоставляется гражданам, проживавшим или родившимся в Ленинграде в период с 08.09.1941 по 27.01.1944. Размер ЕДВ — 3 102 руб. ЕДВ предоставляется гражданам независимо от количества дней их проживания в Ленинграде в период его блокады и назначается бессрочно. Предоставление ЕДВ приостанавливается с 1 числа месяца, следующего за месяцем, в котором: истек срок постановки гражданина без определенного места жительства на учет в Санкт‑Петербургском государственном казенном учреждении «Центра учета и социального обслуживания граждан Российской Федерации без определенного места жительства» (ГКУ «Центр учета»); гражданин снят с регистрационного учета по месту жительства в Санкт‑Петербурга. Если срок приостановления ЕДВ не превышает 3‑х месяцев, выплата возобновляется: с месяца приостановления предоставления ежемесячной доплаты к пенсии (в случае отсутствия перерывов в сроках постановки гражданина без определённого места жительства на учет в ГКУ «Центр учета»); с месяца повторной постановки гражданина на учет в ГКУ «Центр учета» (в случае перерыва в постановке гражданина на учет в ГКУ «Центр учета»). Если у вас изменились реквизиты карты или другие личные данные (например, фамилия), сообщить об этом можно: с помощью электронного обращения в СПб ГКУ «Городской информационно-расчетный центр»; через МФЦ; лично обратившись в отдел социальной защиты населения (ОСЗН) администрации района Санкт‑Петербурга (Администрация). Полное наименование: Предоставление дополнительной меры социальной поддержки в виде ежемесячной денежной выплаты гражданам, проживавшим (родившимся) в Ленинграде в период его блокады с 08.09.1941 по 27.01.1944 Принцип предоставления Экстерриториальный принцип – предоставление услуги не зависит от адреса регистрации получателя услуги Результат предоставления Принятие решения Администрацией о предоставлении или об отказе в предоставлении ЕДВ. Срок предоставления Не более 42 рабочих дней со дня подачи заявления. Решение о предоставлении или об отказе в предоставлении ЕДВ принимается Администрацией в течение 10 рабочих дней со дня подачи заявления со всеми необходимыми документами. Решение о перерасчете размера ЕДВ принимается в течение 10 рабочих дней Администрацией. Стоимость Бесплатно. Заявители I. Получатели государственной услуги: Граждане Российской Федерации, имеющие место жительства в Санкт-Петербурге, и граждане Российской Федерации без определенного места жительства при условии постановки их на учет в ГКУ «Центр учета», из числа граждан проживавших (родившихся) в Ленинграде в период с 08.09.1941 по 27.01.1944. II. Заявители, обращающиеся за предоставлением государственной услуги: Лица, указанные в п. I. Законный представитель получателей государственной услуги. Доверенное лицо получателя государственной услуги. Порядок действий Порядок действий заявителя Обращается в подразделение МФЦ. Подает заявление и необходимые документы. Получает расписку о приеме документов. Основания для отказа в предоставлении государственной услуги: предоставление гражданином неполных и (или) недостоверных сведений и документов, необходимых для предоставления ЕДВ; отсутствие у гражданина права на ЕДВ. Порядок действий уполномоченной организации Специалист подразделения МФЦ, осуществляющий прием документов: Определяет предмет обращения. Проводит проверку полномочий лица, подающего документы. Проводит проверку соответствия документов требованиям. Осуществляет сканирование представленных документов, формирует электронное дело, все документы которого связываются единым уникальным идентификационным кодом, позволяющим установить принадлежность документов конкретному заявителю и виду обращения за услугой. Заверяет электронное дело усиленной квалифицированной электронной подписью. По окончании приема документов выдает заявителю расписку в приеме документов. Направляет копии документов в ОСЗН Администрации. Документы Документы, представляемые заявителем I. Обязательные к представлению документы: Документ, удостоверяющий личность (паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены). Заявление. Документы, содержащие сведения о месте жительства гражданина в Санкт‑Петербурге: сведения о месте жительства гражданина, указанные в паспорте; справка о регистрации по месту жительства гражданина (форма 9) для граждан, проживающих в домах, не обслуживаемых Отделами вселения и регистрационного учёта граждан жилищных агентств районов Санкт‑Петербурга); справка о постановке на учет в ГКУ «Центр учета» для граждан без определенного места жительства; решение суда об установлении места жительства в Санкт‑Петербурге. Документы, подтверждающие проживание (рождение) в Ленинграде в период блокады с 08.09.1941 по 27.01.1944: удостоверение к знаку «Жителю блокадного Ленинграда» или справка о его выдаче (администрация района Санкт‑Петербурга, в котором гражданин проживал в период блокады). При отсутствии (утраты) удостоверения к знаку «Жителю блокадного Ленинграда» представляется справка исполнительного органа государственной власти Санкт‑Петербурга, выдавшего знак, подтверждающая факт награждения и содержащая серию, номер удостоверения и дату награждения знаком; паспорт гражданина со сведениями о месте рождения в Ленинграде; выписка из акта записи о рождении гражданина в Ленинграде, свидетельство о рождении гражданина в Ленинграде; справка учреждения здравоохранения о рождении гражданина в Ленинграде; справка, выданная жилищной организацией или архивным учреждением о проживании гражданина в Ленинграде, выписка из домовой книги прописки граждан; справка об обучении гражданина в ремесленном училище, в иных учебных заведениях (академии, университеты, институты и др.), аттестат, диплом; справка о работе гражданина, трудовая книжка; справка или иной документ, подтверждающий призыв военнослужащего в Ленинграде; справка или иной документ, подтверждающий нахождение гражданина в лечебном учреждении; документ, подтверждающий нахождение в детском доме; справка или иной документ об эвакуации гражданина с детским дошкольным и школьным учреждением, эвакоудостоверение, справка об эвакуации; справка о прибытии в эвакуацию из Ленинграда, выданная государственным архивным учреждением либо организацией, располагающей такими сведениями. II. Документы, представляемые по собственной инициативе заявителя: Справка о регистрации по месту жительства граждан (форма 9) для граждан, проживающих в домах, обслуживаемых Отделами вселения и регистрационного учёта граждан жилищных агентств районов Санкт‑Петербурга). Справка о постановке на учет в ГКУ «Центр учета» для граждан РФ без определенного места жительства. Сведения о номере свидетельства обязательного пенсионного страхования. III. Дополнительные документы (в случае обращения законного представителя или доверенного лица получателя государственной услуги): Паспорт РФ или временное удостоверение личности, выданное на период его замены, или нотариально заверенная копия паспорта получателя услуги. Документ, удостоверяющий личность законного представителя (опекуна или попечителя) или доверенного лица (паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены). Решение органа опеки и попечительства об установлении опеки (попечительства) или Доверенность, оформленная в соответствии с действующим законодательством РФ (нотариально удостоверенная либо приравненная к нотариально удостоверенной доверенности, подтверждающая наличие у представителя прав действовать от лица заявителя и определяющая условия и границы реализации права на получение государственной услуги, в том числе оформленная в простой письменной форме, не требующей нотариального или другого предусмотренного законодательством удостоверения). Основание для отказа в приеме документов, необходимых для предоставления государственной услуги, — отказ заявителя от подачи документов. Документы, выдаваемые заявителю Расписка о приеме документов. Организации, участвующие в предоставлении Организации, принимающие документы Многофункциональный центр предоставления государственных и муниципальных услуг Выборгского района Многофункциональный центр предоставления государственных и муниципальных услуг Калининского района Многофункциональный центр предоставления государственных и муниципальных услуг Колпинского района Многофункциональный центр предоставления государственных и муниципальных услуг Красногвардейского района Многофункциональный центр предоставления государственных и муниципальных услуг Красносельского района Многофункциональный центр предоставления государственных и муниципальных услуг Кронштадтского района Многофункциональный центр предоставления государственных и муниципальных услуг Курортного района Многофункциональный центр предоставления государственных и муниципальных услуг Петродворцового района Многофункциональный центр предоставления государственных и муниципальных услуг Пушкинского района Многофункциональный центр предоставления государственных и муниципальных услуг Фрунзенского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Адмиралтейского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Адмиралтейского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 5 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Петроградского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Петроградского района Сектор 7 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 4 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 5 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 6 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Центрального района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Центрального района Сектор 4 многофункционального центра предоставления государственных и муниципальных услуг Невского района Организации, принимающие решение по предоставлению Администрации районов Санкт-Петербурга Организации, выдающие конечные документы Многофункциональный центр предоставления государственных и муниципальных услуг Выборгского района Многофункциональный центр предоставления государственных и муниципальных услуг Калининского района Многофункциональный центр предоставления государственных и муниципальных услуг Колпинского района Многофункциональный центр предоставления государственных и муниципальных услуг Красногвардейского района Многофункциональный центр предоставления государственных и муниципальных услуг Красносельского района Многофункциональный центр предоставления государственных и муниципальных услуг Кронштадтского района Многофункциональный центр предоставления государственных и муниципальных услуг Курортного района Многофункциональный центр предоставления государственных и муниципальных услуг Петродворцового района Многофункциональный центр предоставления государственных и муниципальных услуг Пушкинского района Многофункциональный центр предоставления государственных и муниципальных услуг Фрунзенского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Адмиралтейского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Адмиралтейского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Василеостровского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Кировского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Московского района Сектор 5 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Невского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Петроградского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Петроградского района Сектор 7 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 3 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 4 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 5 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 6 многофункционального центра предоставления государственных и муниципальных услуг Приморского района Сектор 2 многофункционального центра предоставления государственных и муниципальных услуг Центрального района Сектор 1 многофункционального центра предоставления государственных и муниципальных услуг Центрального района Сектор 4 многофункционального центра предоставления государственных и муниципальных услуг Невского района Законодательство Региональное законодательство Закон Санкт-Петербурга от 22.11.2011 №728-132 «Социальный кодекс Санкт-Петербурга» Типовые вопросы Уникальный реестровый номер 7800000000168914448 Последнее обновление информации : 12.01.2021";МФЦ
